City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
445,asyut,27.181,31.1837,37.1,9,12,3.85,EG,1678031006
446,zambrow,52.9855,22.2432,0.08,54,100,3.17,PL,1678031006
447,vanimo,-2.6741,141.3028,24.64,92,100,3.05,PG,1678031006
448,callaway,30.153,-85.5699,24.39,54,45,1.79,US,1678031006
449,kalispell,48.1958,-114.3129,-4.98,58,0,9.26,US,1678031006
450,penticton,49.4806,-119.5858,0.97,86,100,2.57,CA,1678031006
451,udachnyy,66.4167,112.4,-22.84,95,100,6.35,RU,1678031007
452,the valley,18.217,-63.0578,27.92,65,20,6.17,AI,1678031007
453,mubi,10.2676,13.2644,37.72,7,81,5.14,NG,1678031007
454,henties bay,-22.116,14.2845,19.47,77,0,8.43,NA,1678031007
455,jieshi,22.8134,115.8257,16.6,64,0,6.73,CN,1678031007
456,eenhana,-17.4667,16.3333,33.6,17,1,4.2,NA,1678031007
457,aksarka,66.5606,67.7975,-29.15,100,35,1.61,RU,1678031008
458,dudinka,69.4058,86.1778,-24.61,98,100,3.29,RU,1678031008
459,moindou,-21.6924,165.677,24.64,81,100,3.58,NC,1678031008
460,ballina,-28.8667,153.5667,20.01,97,0,3.19,AU,1678031008
461,calama,-22.4667,-68.9333,22.27,30,0,3.6,CL,1678031008
462,talcahuano,-36.7167,-73.1167,21.82,40,0,3.09,CL,1678030858
463,madras,13.0878,80.2785,27.99,74,20,2.57,IN,1678030904
464,tombouctou,20.0,-3.0,34.74,6,79,4.15,ML,1678031008
465,dese,11.1333,39.6333,14.48,53,28,2.23,ET,1678031009
466,lubbock,33.6001,-101.8338,15.77,28,20,8.75,US,1678031009
467,zabol,32.25,67.25,11.44,42,4,3.13,AF,1678031009
468,abu samrah,35.3029,37.1841,19.43,35,9,0.93,SY,1678031009
469,buchanan,5.8808,-10.0467,29.39,70,62,4.41,LR,1678031009
470,abu dhabi,24.4667,54.3667,24.97,67,0,3.09,AE,1678030803
471,iralaya,15.0,-83.2333,27.72,66,9,4.74,HN,1678031009
472,ahuimanu,21.4447,-157.8378,20.84,96,40,0.0,US,1678031010
473,sao jose da coroa grande,-8.8978,-35.1478,29.81,58,31,4.83,BR,1678031010
474,weiden,49.6775,12.1567,2.71,68,100,2.57,DE,1678031010
475,rodrigues alves,-7.738,-72.6509,25.11,96,100,0.54,BR,1678031010
476,marawi,7.9986,124.2928,19.45,97,76,0.99,PH,1678031011
477,bang saphan,11.2126,99.5117,22.28,83,0,0.76,TH,1678031011
478,kindu,-2.95,25.95,30.03,58,98,1.91,CD,1678031011
479,vila franca do campo,37.7167,-25.4333,16.23,64,10,7.29,PT,1678031011
480,beira,-19.8436,34.8389,30.05,70,40,4.63,MZ,1678031011
481,mishan,45.55,131.8833,-3.35,90,68,2.06,CN,1678030938
482,oranjestad,12.524,-70.027,28.97,70,75,11.83,AW,1678030897
483,tautira,-17.7333,-149.15,26.43,84,99,6.74,PF,1678031012
484,lahaina,20.8783,-156.6825,20.45,93,11,0.94,US,1678031012
485,ugoofaaru,5.6667,73.0,27.28,78,92,6.79,MV,1678031012
486,port hawkesbury,45.6169,-61.3485,-2.83,70,0,7.72,CA,1678031012
487,tuy hoa,13.0833,109.3,20.81,86,24,2.41,VN,1678031012
488,ler,8.3018,30.1418,35.41,25,18,1.43,SS,1678031012
489,strezhevoy,60.7333,77.5889,-6.89,96,100,3.21,RU,1678030823
490,batemans bay,-35.7167,150.1833,21.72,93,61,3.25,AU,1678031012
491,lakes entrance,-37.8811,147.981,20.09,81,100,1.35,AU,1678031013
492,pacifica,37.6138,-122.4869,8.14,80,75,6.17,US,1678031013
493,east london,-33.0153,27.9116,21.52,94,75,2.57,ZA,1678031013
494,arlit,18.7369,7.3853,37.62,6,65,4.93,NE,1678031013
495,ust-nera,64.5667,143.2,-29.0,100,97,1.0,RU,1678031013
496,zyryanka,65.75,150.85,-37.74,100,68,0.55,RU,1678031013
497,sur,22.5667,59.5289,25.48,56,2,2.64,OM,1678031013
498,tucuma,-0.1833,-50.05,27.88,80,93,3.49,BR,1678031014
499,altay,47.8667,88.1167,1.19,88,100,2.3,CN,1678031014
500,halmstad,56.6745,12.8568,2.23,51,0,8.23,SE,1678031002
501,coruripe,-10.1256,-36.1756,30.83,52,6,6.63,BR,1678031014
502,krasnoyarsk,56.0097,92.7917,-9.64,94,100,1.21,RU,1678031014
503,bataipora,-22.2953,-53.2711,30.68,57,2,3.76,BR,1678031014
504,mazagao,-0.115,-51.2894,29.03,78,94,2.3,BR,1678031014
505,teguise,29.0605,-13.564,18.12,77,40,3.09,ES,1678031014
506,coquimbo,-29.9533,-71.3436,17.85,82,100,2.06,CL,1678030957
507,mount gambier,-37.8333,140.7667,14.03,81,5,4.67,AU,1678031015
508,shakawe,-18.3667,21.85,29.92,36,96,0.68,BW,1678031015
509,jinchang,38.4953,102.1739,7.44,30,12,1.14,CN,1678031015
510,helong,42.5397,128.9972,0.86,72,5,3.18,CN,1678031015
511,stein,49.4167,11.0167,3.73,68,100,3.09,DE,1678031015
512,huilong,31.8111,121.655,7.74,77,0,5.03,CN,1678031015
513,chapais,49.7834,-74.8492,-3.12,88,100,3.47,CA,1678031015
514,matara,5.9485,80.5353,25.88,78,30,4.73,LK,1678031016
515,colares,38.7992,-9.4469,15.74,86,75,7.6,PT,1678031016
516,taiyuan,37.8694,112.5603,6.92,26,29,2.0,CN,1678031016
517,santa maria,-29.6842,-53.8069,25.61,69,75,2.57,BR,1678031016
518,mukhen,48.1,136.1,0.62,76,80,5.11,RU,1678031016
519,bestobe,52.4994,73.0975,-7.29,90,93,4.49,KZ,1678031016
520,kieta,-6.2167,155.6333,25.97,84,100,2.15,PG,1678031016
521,lodja,-3.4833,23.4333,27.06,70,68,1.73,CD,1678031017
522,petukhovo,55.0692,67.9019,-2.16,89,97,4.98,RU,1678031017
523,punta cardon,11.6581,-70.215,27.35,70,12,10.52,VE,1678031017
524,fortuna,40.5982,-124.1573,4.43,95,100,0.89,US,1678031017
525,broome,42.2506,-75.833,4.38,80,100,4.12,US,1678031017
526,jyvaskyla,62.2415,25.7209,-5.81,84,75,3.09,FI,1678030876
527,clyde river,70.4692,-68.5914,-15.87,85,100,2.57,CA,1678031018
528,mantua,45.1667,10.7833,16.72,59,8,1.34,IT,1678031018
529,wuwei,37.9281,102.6414,5.43,28,10,1.17,CN,1678031018
530,entre rios,-11.9419,-38.0844,30.87,50,55,3.33,BR,1678031018
531,rock sound,24.9,-76.2,25.74,65,35,2.33,BS,1678031018
532,quthing,-30.4,27.7003,16.9,90,85,0.19,LS,1678031018
533,kant,27.8,79.8,22.55,30,0,3.84,IN,1678031018
534,kargasok,59.0556,80.8572,-6.0,96,100,3.19,RU,1678031019
535,itarema,-2.9248,-39.9167,29.96,66,67,6.9,BR,1678031019
536,baherden,38.4362,57.4316,15.85,52,12,3.75,TM,1678031019
537,hofn,64.2539,-15.2082,-0.99,59,75,11.83,IS,1678031019
538,menongue,-14.6585,17.691,25.92,57,87,1.53,AO,1678031019
539,balakliya,49.4627,36.8595,1.35,60,14,3.28,UA,1678030976
540,imbituba,-28.24,-48.6703,26.55,71,52,6.1,BR,1678031019
541,srednekolymsk,67.45,153.6833,-42.91,100,54,1.91,RU,1678031019
542,soe,-9.8607,124.284,18.05,95,100,1.61,ID,1678031020
543,rio cuarto,-33.1307,-64.3499,34.82,33,0,8.23,AR,1678030931
544,chiknayakanhalli,13.4172,76.6228,24.05,30,0,4.77,IN,1678031020
545,korla,41.7597,86.1469,8.52,42,14,1.49,CN,1678031020
546,samarai,-10.6167,150.6667,27.01,78,100,3.58,PG,1678031020
547,san cristobal,7.7669,-72.225,28.1,62,95,2.87,VE,1678031021
548,poykovskiy,61.2333,73.3333,-8.84,92,100,4.0,RU,1678031021
